delta,interval_type,date_time (start),date_time (end)
24.0,high,2017-07-27 17:34:58+00:00,2017-07-28 17:34:58+00:00
24.0,high,2017-07-28 17:34:58+00:00,2017-07-29 17:34:58+00:00
24.0,high,2017-07-29 17:34:58+00:00,2017-07-30 17:34:58+00:00
24.0,high,2017-07-30 17:34:58+00:00,2017-07-31 17:34:58+00:00
24.0,high,2017-07-31 17:34:58+00:00,2017-08-01 17:34:58+00:00
24.0,high,2017-08-01 17:34:58+00:00,2017-08-02 17:34:58+00:00
24.0,high,2017-08-02 17:34:58+00:00,2017-08-03 17:34:58+00:00
24.0,high,2017-08-03 17:34:58+00:00,2017-08-04 17:34:58+00:00
24.0,high,2017-08-04 17:34:58+00:00,2017-08-05 17:34:58+00:00
24.0,high,2017-08-05 17:34:58+00:00,2017-08-06 17:34:58+00:00
24.0,high,2017-08-06 17:34:58+00:00,2017-08-07 17:34:58+00:00
24.0,high,2017-08-07 17:34:58+00:00,2017-08-08 17:34:58+00:00
24.0,high,2017-08-08 17:34:58+00:00,2017-08-09 17:34:58+00:00
24.0,high,2017-08-09 17:34:58+00:00,2017-08-10 17:34:58+00:00
24.0,high,2017-08-10 17:34:58+00:00,2017-08-11 17:34:58+00:00
24.0,high,2017-08-11 17:34:58+00:00,2017-08-12 17:34:58+00:00
24.0,high,2017-08-12 17:34:58+00:00,2017-08-13 17:34:58+00:00
24.0,high,2017-08-13 17:34:58+00:00,2017-08-14 17:34:58+00:00
24.0,high,2017-08-14 17:34:58+00:00,2017-08-15 17:34:58+00:00
24.0,high,2017-08-15 17:34:58+00:00,2017-08-16 17:34:58+00:00
24.0,high,2017-08-16 17:34:58+00:00,2017-08-17 17:34:58+00:00
24.0,high,2017-08-17 17:34:58+00:00,2017-08-18 17:34:58+00:00
24.0,high,2017-08-18 17:34:58+00:00,2017-08-19 17:34:58+00:00
24.0,high,2017-08-19 17:34:58+00:00,2017-08-20 17:34:58+00:00
24.0,high,2017-08-20 17:34:58+00:00,2017-08-21 17:34:58+00:00
24.0,high,2017-08-21 17:34:58+00:00,2017-08-22 17:34:58+00:00
24.0,high,2017-08-22 17:34:58+00:00,2017-08-23 17:34:58+00:00
24.0,high,2017-08-23 17:34:58+00:00,2017-08-24 17:34:58+00:00
24.0,high,2017-08-24 17:34:58+00:00,2017-08-25 17:34:58+00:00
24.0,high,2017-08-25 17:34:58+00:00,2017-08-26 17:34:58+00:00
24.0,high,2017-08-26 17:34:58+00:00,2017-08-27 17:34:58+00:00
24.0,high,2017-08-27 17:34:58+00:00,2017-08-28 17:34:58+00:00
24.0,high,2017-08-28 17:34:58+00:00,2017-08-29 17:34:58+00:00
24.0,high,2017-08-29 17:34:58+00:00,2017-08-30 17:34:58+00:00
24.0,high,2017-08-30 17:34:58+00:00,2017-08-31 17:34:58+00:00
24.0,high,2017-08-31 17:34:58+00:00,2017-09-01 17:34:58+00:00
24.0,high,2017-09-01 17:34:58+00:00,2017-09-02 17:34:58+00:00
24.0,high,2017-09-02 17:34:58+00:00,2017-09-03 17:34:58+00:00
24.0,high,2017-09-03 17:34:58+00:00,2017-09-04 17:34:58+00:00
24.0,high,2017-09-04 17:34:58+00:00,2017-09-05 17:34:58+00:00
24.0,high,2017-09-05 17:34:58+00:00,2017-09-06 17:34:58+00:00
24.0,high,2017-09-06 17:34:58+00:00,2017-09-07 17:34:58+00:00
24.0,high,2017-09-07 17:34:58+00:00,2017-09-08 17:34:58+00:00
24.0,high,2017-09-08 17:34:58+00:00,2017-09-09 17:34:58+00:00
24.0,high,2017-09-09 17:34:58+00:00,2017-09-10 17:34:58+00:00
24.0,high,2017-09-10 17:34:58+00:00,2017-09-11 17:34:58+00:00
24.0,high,2017-09-11 17:34:58+00:00,2017-09-12 17:34:58+00:00
24.0,high,2017-09-12 17:34:58+00:00,2017-09-13 17:34:58+00:00
24.0,high,2017-09-13 17:34:58+00:00,2017-09-14 17:34:58+00:00
24.0,high,2017-09-14 17:34:58+00:00,2017-09-15 17:34:58+00:00
24.0,high,2017-09-15 17:34:58+00:00,2017-09-16 17:34:58+00:00
24.0,high,2017-09-16 17:34:58+00:00,2017-09-17 17:34:58+00:00
24.0,high,2017-09-17 17:34:58+00:00,2017-09-18 17:34:58+00:00
24.0,high,2017-09-18 17:34:58+00:00,2017-09-19 17:34:58+00:00
24.0,high,2017-09-19 17:34:58+00:00,2017-09-20 17:34:58+00:00
24.0,high,2017-09-20 17:34:58+00:00,2017-09-21 17:34:58+00:00
24.0,high,2017-09-21 17:34:58+00:00,2017-09-22 17:34:58+00:00
24.0,high,2017-09-22 17:34:58+00:00,2017-09-23 17:34:58+00:00
24.0,high,2017-09-23 17:34:58+00:00,2017-09-24 17:34:58+00:00
24.0,high,2017-09-24 17:34:58+00:00,2017-09-25 17:34:58+00:00
24.0,high,2017-09-25 17:34:58+00:00,2017-09-26 17:34:58+00:00
24.0,high,2017-09-26 17:34:58+00:00,2017-09-27 17:34:58+00:00
24.0,high,2017-09-27 17:34:58+00:00,2017-09-28 17:34:58+00:00
24.0,high,2017-09-28 17:34:58+00:00,2017-09-29 17:34:58+00:00
24.0,high,2017-09-29 17:34:58+00:00,2017-09-30 17:34:58+00:00
24.0,high,2017-09-30 17:34:58+00:00,2017-10-01 17:34:58+00:00
24.0,high,2017-10-01 17:34:58+00:00,2017-10-02 17:34:58+00:00
24.0,high,2017-10-02 17:34:58+00:00,2017-10-03 17:34:58+00:00
24.0,high,2017-10-03 17:34:58+00:00,2017-10-04 17:34:58+00:00
24.0,high,2017-10-04 17:34:58+00:00,2017-10-05 17:34:58+00:00
24.0,high,2017-10-05 17:34:58+00:00,2017-10-06 17:34:58+00:00
24.0,high,2017-10-06 17:34:58+00:00,2017-10-07 17:34:58+00:00
24.0,high,2017-10-07 17:34:58+00:00,2017-10-08 17:34:58+00:00
24.0,high,2017-10-08 17:34:58+00:00,2017-10-09 17:34:58+00:00
24.0,high,2017-10-09 17:34:58+00:00,2017-10-10 17:34:58+00:00
24.0,high,2017-10-10 17:34:58+00:00,2017-10-11 17:34:58+00:00
24.0,high,2017-10-11 17:34:58+00:00,2017-10-12 17:34:58+00:00
24.0,high,2017-10-12 17:34:58+00:00,2017-10-13 17:34:58+00:00
24.0,high,2017-10-13 17:34:58+00:00,2017-10-14 17:34:58+00:00
24.0,high,2017-10-14 17:34:58+00:00,2017-10-15 17:34:58+00:00
24.0,high,2017-10-15 17:34:58+00:00,2017-10-16 17:34:58+00:00
24.0,high,2017-10-16 17:34:58+00:00,2017-10-17 17:34:58+00:00
24.0,high,2017-10-17 17:34:58+00:00,2017-10-18 17:34:58+00:00
24.0,high,2017-10-18 17:34:58+00:00,2017-10-19 17:34:58+00:00
24.0,high,2017-10-19 17:34:58+00:00,2017-10-20 17:34:58+00:00
24.0,high,2017-10-20 17:34:58+00:00,2017-10-21 17:34:58+00:00
24.0,high,2017-10-21 17:34:58+00:00,2017-10-22 17:34:58+00:00
24.0,high,2017-10-22 17:34:58+00:00,2017-10-23 17:34:58+00:00
24.0,high,2017-10-23 17:34:58+00:00,2017-10-24 17:34:58+00:00
24.0,high,2017-10-24 17:34:58+00:00,2017-10-25 17:34:58+00:00
24.0,high,2017-10-25 17:34:58+00:00,2017-10-26 17:34:58+00:00
24.0,high,2017-10-26 17:34:58+00:00,2017-10-27 17:34:58+00:00
24.0,high,2017-10-27 17:34:58+00:00,2017-10-28 17:34:58+00:00
24.0,high,2017-10-28 17:34:58+00:00,2017-10-29 17:34:58+00:00
24.0,high,2017-10-29 17:34:58+00:00,2017-10-30 17:34:58+00:00
24.0,high,2017-10-30 17:34:58+00:00,2017-10-31 17:34:58+00:00
24.0,high,2017-10-31 17:34:58+00:00,2017-11-01 17:34:58+00:00
24.0,high,2017-11-01 17:34:58+00:00,2017-11-02 17:34:58+00:00
24.0,high,2017-11-02 17:34:58+00:00,2017-11-03 17:34:58+00:00
24.0,high,2017-11-03 17:34:58+00:00,2017-11-04 17:34:58+00:00
24.0,high,2017-11-04 17:34:58+00:00,2017-11-05 17:34:58+00:00
24.0,high,2017-11-05 17:34:58+00:00,2017-11-06 17:34:58+00:00
24.0,high,2017-11-06 17:34:58+00:00,2017-11-07 17:34:58+00:00
24.0,high,2017-11-07 17:34:58+00:00,2017-11-08 17:34:58+00:00
24.0,high,2017-11-08 17:34:58+00:00,2017-11-09 17:34:58+00:00
24.0,high,2017-11-09 17:34:58+00:00,2017-11-10 17:34:58+00:00
24.0,high,2017-11-10 17:34:58+00:00,2017-11-11 17:34:58+00:00
24.0,high,2017-11-11 17:34:58+00:00,2017-11-12 17:34:58+00:00
24.0,high,2017-11-12 17:34:58+00:00,2017-11-13 17:34:58+00:00
24.0,high,2017-11-13 17:34:58+00:00,2017-11-14 17:34:58+00:00
24.0,high,2017-11-14 17:34:58+00:00,2017-11-15 17:34:58+00:00
24.0,high,2017-11-15 17:34:58+00:00,2017-11-16 17:34:58+00:00
24.0,high,2017-11-16 17:34:58+00:00,2017-11-17 17:34:58+00:00
24.0,high,2017-11-17 17:34:58+00:00,2017-11-18 17:34:58+00:00
24.0,high,2017-11-18 17:34:58+00:00,2017-11-19 17:34:58+00:00
24.0,high,2017-11-19 17:34:58+00:00,2017-11-20 17:34:58+00:00
24.0,high,2017-11-20 17:34:58+00:00,2017-11-21 17:34:58+00:00
24.0,high,2017-11-21 17:34:58+00:00,2017-11-22 17:34:58+00:00
24.0,high,2017-11-22 17:34:58+00:00,2017-11-23 17:34:58+00:00
168.0,base,2017-11-23 17:34:58+00:00,2017-11-30 17:34:58+00:00
168.0,base,2017-11-30 17:34:58+00:00,2017-12-07 17:34:58+00:00
24.0,high,2017-12-07 17:34:58+00:00,2017-12-08 17:34:58+00:00
24.0,high,2017-12-08 17:34:58+00:00,2017-12-09 17:34:58+00:00
24.0,high,2017-12-09 17:34:58+00:00,2017-12-10 17:34:58+00:00
24.0,high,2017-12-10 17:34:58+00:00,2017-12-11 17:34:58+00:00
24.0,high,2017-12-11 17:34:58+00:00,2017-12-12 17:34:58+00:00
24.0,high,2017-12-12 17:34:58+00:00,2017-12-13 17:34:58+00:00
24.0,high,2017-12-13 17:34:58+00:00,2017-12-14 17:34:58+00:00
24.0,high,2017-12-14 17:34:58+00:00,2017-12-15 17:34:58+00:00
24.0,high,2017-12-15 17:34:58+00:00,2017-12-16 17:34:58+00:00
24.0,high,2017-12-16 17:34:58+00:00,2017-12-17 17:34:58+00:00
24.0,high,2017-12-17 17:34:58+00:00,2017-12-18 17:34:58+00:00
24.0,high,2017-12-18 17:34:58+00:00,2017-12-19 17:34:58+00:00
168.0,base,2017-12-19 17:34:58+00:00,2017-12-26 17:34:58+00:00
24.0,high,2017-12-26 17:34:58+00:00,2017-12-27 17:34:58+00:00
24.0,high,2017-12-27 17:34:58+00:00,2017-12-28 17:34:58+00:00
24.0,high,2017-12-28 17:34:58+00:00,2017-12-29 17:34:58+00:00
24.0,high,2017-12-29 17:34:58+00:00,2017-12-30 17:34:58+00:00
24.0,high,2017-12-30 17:34:58+00:00,2017-12-31 17:34:58+00:00
24.0,high,2017-12-31 17:34:58+00:00,2018-01-01 17:34:58+00:00
24.0,high,2018-01-01 17:34:58+00:00,2018-01-02 17:34:58+00:00
24.0,high,2018-01-02 17:34:58+00:00,2018-01-03 17:34:58+00:00
24.0,high,2018-01-03 17:34:58+00:00,2018-01-04 17:34:58+00:00
24.0,high,2018-01-04 17:34:58+00:00,2018-01-05 17:34:58+00:00
24.0,high,2018-01-05 17:34:58+00:00,2018-01-06 17:34:58+00:00
24.0,high,2018-01-06 17:34:58+00:00,2018-01-07 17:34:58+00:00
24.0,high,2018-01-07 17:34:58+00:00,2018-01-08 17:34:58+00:00
24.0,high,2018-01-08 17:34:58+00:00,2018-01-09 17:34:58+00:00
24.0,high,2018-01-09 17:34:58+00:00,2018-01-10 17:34:58+00:00
24.0,high,2018-01-10 17:34:58+00:00,2018-01-11 17:34:58+00:00
24.0,high,2018-01-11 17:34:58+00:00,2018-01-12 17:34:58+00:00
24.0,high,2018-01-12 17:34:58+00:00,2018-01-13 17:34:58+00:00
24.0,high,2018-01-13 17:34:58+00:00,2018-01-14 17:34:58+00:00
24.0,high,2018-01-14 17:34:58+00:00,2018-01-15 17:34:58+00:00
24.0,high,2018-01-15 17:34:58+00:00,2018-01-16 17:34:58+00:00
24.0,high,2018-01-16 17:34:58+00:00,2018-01-17 17:34:58+00:00
24.0,high,2018-01-17 17:34:58+00:00,2018-01-18 17:34:58+00:00
24.0,high,2018-01-18 17:34:58+00:00,2018-01-19 17:34:58+00:00
24.0,high,2018-01-19 17:34:58+00:00,2018-01-20 17:34:58+00:00
24.0,high,2018-01-20 17:34:58+00:00,2018-01-21 17:34:58+00:00
24.0,high,2018-01-21 17:34:58+00:00,2018-01-22 17:34:58+00:00
24.0,high,2018-01-22 17:34:58+00:00,2018-01-23 17:34:58+00:00
24.0,high,2018-01-23 17:34:58+00:00,2018-01-24 17:34:58+00:00
24.0,high,2018-01-24 17:34:58+00:00,2018-01-25 17:34:58+00:00
24.0,high,2018-01-25 17:34:58+00:00,2018-01-26 17:34:58+00:00
24.0,high,2018-01-26 17:34:58+00:00,2018-01-27 17:34:58+00:00
24.0,high,2018-01-27 17:34:58+00:00,2018-01-28 17:34:58+00:00
24.0,high,2018-01-28 17:34:58+00:00,2018-01-29 17:34:58+00:00
24.0,high,2018-01-29 17:34:58+00:00,2018-01-30 17:34:58+00:00
24.0,high,2018-01-30 17:34:58+00:00,2018-01-31 17:34:58+00:00
24.0,high,2018-01-31 17:34:58+00:00,2018-02-01 17:34:58+00:00
24.0,high,2018-02-01 17:34:58+00:00,2018-02-02 17:34:58+00:00
24.0,high,2018-02-02 17:34:58+00:00,2018-02-03 17:34:58+00:00
24.0,high,2018-02-03 17:34:58+00:00,2018-02-04 17:34:58+00:00
24.0,high,2018-02-04 17:34:58+00:00,2018-02-05 17:34:58+00:00
24.0,high,2018-02-05 17:34:58+00:00,2018-02-06 17:34:58+00:00
24.0,high,2018-02-06 17:34:58+00:00,2018-02-07 17:34:58+00:00
24.0,high,2018-02-07 17:34:58+00:00,2018-02-08 17:34:58+00:00
24.0,high,2018-02-08 17:34:58+00:00,2018-02-09 17:34:58+00:00
24.0,high,2018-02-09 17:34:58+00:00,2018-02-10 17:34:58+00:00
24.0,high,2018-02-10 17:34:58+00:00,2018-02-11 17:34:58+00:00
24.0,high,2018-02-11 17:34:58+00:00,2018-02-12 17:34:58+00:00
24.0,high,2018-02-12 17:34:58+00:00,2018-02-13 17:34:58+00:00
24.0,high,2018-02-13 17:34:58+00:00,2018-02-14 17:34:58+00:00
24.0,high,2018-02-14 17:34:58+00:00,2018-02-15 17:34:58+00:00
24.0,high,2018-02-15 17:34:58+00:00,2018-02-16 17:34:58+00:00
24.0,high,2018-02-16 17:34:58+00:00,2018-02-17 17:34:58+00:00
24.0,high,2018-02-17 17:34:58+00:00,2018-02-18 17:34:58+00:00
24.0,high,2018-02-18 17:34:58+00:00,2018-02-19 17:34:58+00:00
24.0,high,2018-02-19 17:34:58+00:00,2018-02-20 17:34:58+00:00
24.0,high,2018-02-20 17:34:58+00:00,2018-02-21 17:34:58+00:00
24.0,high,2018-02-21 17:34:58+00:00,2018-02-22 17:34:58+00:00
24.0,high,2018-02-22 17:34:58+00:00,2018-02-23 17:34:58+00:00
24.0,high,2018-02-23 17:34:58+00:00,2018-02-24 17:34:58+00:00
24.0,high,2018-02-24 17:34:58+00:00,2018-02-25 17:34:58+00:00
24.0,high,2018-02-25 17:34:58+00:00,2018-02-26 17:34:58+00:00
24.0,high,2018-02-26 17:34:58+00:00,2018-02-27 17:34:58+00:00
24.0,high,2018-02-27 17:34:58+00:00,2018-02-28 17:34:58+00:00
24.0,high,2018-02-28 17:34:58+00:00,2018-03-01 17:34:58+00:00
168.0,base,2018-03-01 17:34:58+00:00,2018-03-08 17:34:58+00:00
24.0,high,2018-03-08 17:34:58+00:00,2018-03-09 17:34:58+00:00
24.0,high,2018-03-09 17:34:58+00:00,2018-03-10 17:34:58+00:00
24.0,high,2018-03-10 17:34:58+00:00,2018-03-11 17:34:58+00:00
24.0,high,2018-03-11 17:34:58+00:00,2018-03-12 17:34:58+00:00
24.0,high,2018-03-12 17:34:58+00:00,2018-03-13 17:34:58+00:00
24.0,high,2018-03-13 17:34:58+00:00,2018-03-14 17:34:58+00:00
24.0,high,2018-03-14 17:34:58+00:00,2018-03-15 17:34:58+00:00
24.0,high,2018-03-15 17:34:58+00:00,2018-03-16 17:34:58+00:00
24.0,high,2018-03-16 17:34:58+00:00,2018-03-17 17:34:58+00:00
24.0,high,2018-03-17 17:34:58+00:00,2018-03-18 17:34:58+00:00
24.0,high,2018-03-18 17:34:58+00:00,2018-03-19 17:34:58+00:00
24.0,high,2018-03-19 17:34:58+00:00,2018-03-20 17:34:58+00:00
24.0,high,2018-03-20 17:34:58+00:00,2018-03-21 17:34:58+00:00
24.0,high,2018-03-21 17:34:58+00:00,2018-03-22 17:34:58+00:00
24.0,high,2018-03-22 17:34:58+00:00,2018-03-23 17:34:58+00:00
24.0,high,2018-03-23 17:34:58+00:00,2018-03-24 17:34:58+00:00
24.0,high,2018-03-24 17:34:58+00:00,2018-03-25 17:34:58+00:00
24.0,high,2018-03-25 17:34:58+00:00,2018-03-26 17:34:58+00:00
24.0,high,2018-03-26 17:34:58+00:00,2018-03-27 17:34:58+00:00
24.0,high,2018-03-27 17:34:58+00:00,2018-03-28 17:34:58+00:00
24.0,high,2018-03-28 17:34:58+00:00,2018-03-29 17:34:58+00:00
24.0,high,2018-03-29 17:34:58+00:00,2018-03-30 17:34:58+00:00
24.0,high,2018-03-30 17:34:58+00:00,2018-03-31 17:34:58+00:00
24.0,high,2018-03-31 17:34:58+00:00,2018-04-01 17:34:58+00:00
24.0,high,2018-04-01 17:34:58+00:00,2018-04-02 17:34:58+00:00
24.0,high,2018-04-02 17:34:58+00:00,2018-04-03 17:34:58+00:00
24.0,high,2018-04-03 17:34:58+00:00,2018-04-04 17:34:58+00:00
24.0,high,2018-04-04 17:34:58+00:00,2018-04-05 17:34:58+00:00
24.0,high,2018-04-05 17:34:58+00:00,2018-04-06 17:34:58+00:00
24.0,high,2018-04-06 17:34:58+00:00,2018-04-07 17:34:58+00:00
24.0,high,2018-04-07 17:34:58+00:00,2018-04-08 17:34:58+00:00
24.0,high,2018-04-08 17:34:58+00:00,2018-04-09 17:34:58+00:00
24.0,high,2018-04-09 17:34:58+00:00,2018-04-10 17:34:58+00:00
24.0,high,2018-04-10 17:34:58+00:00,2018-04-11 17:34:58+00:00
24.0,high,2018-04-11 17:34:58+00:00,2018-04-12 17:34:58+00:00
24.0,high,2018-04-12 17:34:58+00:00,2018-04-13 17:34:58+00:00
24.0,high,2018-04-13 17:34:58+00:00,2018-04-14 17:34:58+00:00
24.0,high,2018-04-14 17:34:58+00:00,2018-04-15 17:34:58+00:00
24.0,high,2018-04-15 17:34:58+00:00,2018-04-16 17:34:58+00:00
24.0,high,2018-04-16 17:34:58+00:00,2018-04-17 17:34:58+00:00
24.0,high,2018-04-17 17:34:58+00:00,2018-04-18 17:34:58+00:00
24.0,high,2018-04-18 17:34:58+00:00,2018-04-19 17:34:58+00:00
24.0,high,2018-04-19 17:34:58+00:00,2018-04-20 17:34:58+00:00
24.0,high,2018-04-20 17:34:58+00:00,2018-04-21 17:34:58+00:00
24.0,high,2018-04-21 17:34:58+00:00,2018-04-22 17:34:58+00:00
24.0,high,2018-04-22 17:34:58+00:00,2018-04-23 17:34:58+00:00
24.0,high,2018-04-23 17:34:58+00:00,2018-04-24 17:34:58+00:00
24.0,high,2018-04-24 17:34:58+00:00,2018-04-25 17:34:58+00:00
24.0,high,2018-04-25 17:34:58+00:00,2018-04-26 17:34:58+00:00
24.0,high,2018-04-26 17:34:58+00:00,2018-04-27 17:34:58+00:00
24.0,high,2018-04-27 17:34:58+00:00,2018-04-28 17:34:58+00:00
24.0,high,2018-04-28 17:34:58+00:00,2018-04-29 17:34:58+00:00
24.0,high,2018-04-29 17:34:58+00:00,2018-04-30 17:34:58+00:00
24.0,high,2018-04-30 17:34:58+00:00,2018-05-01 17:34:58+00:00
24.0,high,2018-05-01 17:34:58+00:00,2018-05-02 17:34:58+00:00
24.0,high,2018-05-02 17:34:58+00:00,2018-05-03 17:34:58+00:00
24.0,high,2018-05-03 17:34:58+00:00,2018-05-04 17:34:58+00:00
24.0,high,2018-05-04 17:34:58+00:00,2018-05-05 17:34:58+00:00
24.0,high,2018-05-05 17:34:58+00:00,2018-05-06 17:34:58+00:00
24.0,high,2018-05-06 17:34:58+00:00,2018-05-07 17:34:58+00:00
24.0,high,2018-05-07 17:34:58+00:00,2018-05-08 17:34:58+00:00
24.0,high,2018-05-08 17:34:58+00:00,2018-05-09 17:34:58+00:00
24.0,high,2018-05-09 17:34:58+00:00,2018-05-10 17:34:58+00:00
24.0,high,2018-05-10 17:34:58+00:00,2018-05-11 17:34:58+00:00
24.0,high,2018-05-11 17:34:58+00:00,2018-05-12 17:34:58+00:00
24.0,high,2018-05-12 17:34:58+00:00,2018-05-13 17:34:58+00:00
24.0,high,2018-05-13 17:34:58+00:00,2018-05-14 17:34:58+00:00
24.0,high,2018-05-14 17:34:58+00:00,2018-05-15 17:34:58+00:00
24.0,high,2018-05-15 17:34:58+00:00,2018-05-16 17:34:58+00:00
24.0,high,2018-05-16 17:34:58+00:00,2018-05-17 17:34:58+00:00
24.0,high,2018-05-17 17:34:58+00:00,2018-05-18 17:34:58+00:00
24.0,high,2018-05-18 17:34:58+00:00,2018-05-19 17:34:58+00:00
24.0,high,2018-05-19 17:34:58+00:00,2018-05-20 17:34:58+00:00
24.0,high,2018-05-20 17:34:58+00:00,2018-05-21 17:34:58+00:00
24.0,high,2018-05-21 17:34:58+00:00,2018-05-22 17:34:58+00:00
24.0,high,2018-05-22 17:34:58+00:00,2018-05-23 17:34:58+00:00
24.0,high,2018-05-23 17:34:58+00:00,2018-05-24 17:34:58+00:00
24.0,high,2018-05-24 17:34:58+00:00,2018-05-25 17:34:58+00:00
24.0,high,2018-05-25 17:34:58+00:00,2018-05-26 17:34:58+00:00
24.0,high,2018-05-26 17:34:58+00:00,2018-05-27 17:34:58+00:00
24.0,high,2018-05-27 17:34:58+00:00,2018-05-28 17:34:58+00:00
24.0,high,2018-05-28 17:34:58+00:00,2018-05-29 17:34:58+00:00
24.0,high,2018-05-29 17:34:58+00:00,2018-05-30 17:34:58+00:00
24.0,high,2018-05-30 17:34:58+00:00,2018-05-31 17:34:58+00:00
24.0,high,2018-05-31 17:34:58+00:00,2018-06-01 17:34:58+00:00
24.0,high,2018-06-01 17:34:58+00:00,2018-06-02 17:34:58+00:00
24.0,high,2018-06-02 17:34:58+00:00,2018-06-03 17:34:58+00:00
24.0,high,2018-06-03 17:34:58+00:00,2018-06-04 17:34:58+00:00
168.0,base,2018-06-04 17:34:58+00:00,2018-06-11 17:34:58+00:00
24.0,high,2018-06-11 17:34:58+00:00,2018-06-12 17:34:58+00:00
24.0,high,2018-06-12 17:34:58+00:00,2018-06-13 17:34:58+00:00
24.0,high,2018-06-13 17:34:58+00:00,2018-06-14 17:34:58+00:00
24.0,high,2018-06-14 17:34:58+00:00,2018-06-15 17:34:58+00:00
24.0,high,2018-06-15 17:34:58+00:00,2018-06-16 17:34:58+00:00
24.0,high,2018-06-16 17:34:58+00:00,2018-06-17 17:34:58+00:00
24.0,high,2018-06-17 17:34:58+00:00,2018-06-18 17:34:58+00:00
24.0,high,2018-06-18 17:34:58+00:00,2018-06-19 17:34:58+00:00
24.0,high,2018-06-19 17:34:58+00:00,2018-06-20 17:34:58+00:00
24.0,high,2018-06-20 17:34:58+00:00,2018-06-21 17:34:58+00:00
24.0,high,2018-06-21 17:34:58+00:00,2018-06-22 17:34:58+00:00
24.0,high,2018-06-22 17:34:58+00:00,2018-06-23 17:34:58+00:00
24.0,high,2018-06-23 17:34:58+00:00,2018-06-24 17:34:58+00:00
24.0,high,2018-06-24 17:34:58+00:00,2018-06-25 17:34:58+00:00
24.0,high,2018-06-25 17:34:58+00:00,2018-06-26 17:34:58+00:00
24.0,high,2018-06-26 17:34:58+00:00,2018-06-27 17:34:58+00:00
24.0,high,2018-06-27 17:34:58+00:00,2018-06-28 17:34:58+00:00
24.0,high,2018-06-28 17:34:58+00:00,2018-06-29 17:34:58+00:00
24.0,high,2018-06-29 17:34:58+00:00,2018-06-30 17:34:58+00:00
24.0,high,2018-06-30 17:34:58+00:00,2018-07-01 17:34:58+00:00
24.0,high,2018-07-01 17:34:58+00:00,2018-07-02 17:34:58+00:00
24.0,high,2018-07-02 17:34:58+00:00,2018-07-03 17:34:58+00:00
24.0,high,2018-07-03 17:34:58+00:00,2018-07-04 17:34:58+00:00
24.0,high,2018-07-04 17:34:58+00:00,2018-07-05 17:34:58+00:00
24.0,high,2018-07-05 17:34:58+00:00,2018-07-06 17:34:58+00:00
24.0,high,2018-07-06 17:34:58+00:00,2018-07-07 17:34:58+00:00
24.0,high,2018-07-07 17:34:58+00:00,2018-07-08 17:34:58+00:00
24.0,high,2018-07-08 17:34:58+00:00,2018-07-09 17:34:58+00:00
24.0,high,2018-07-09 17:34:58+00:00,2018-07-10 17:34:58+00:00
24.0,high,2018-07-10 17:34:58+00:00,2018-07-11 17:34:58+00:00
24.0,high,2018-07-11 17:34:58+00:00,2018-07-12 17:34:58+00:00
24.0,high,2018-07-12 17:34:58+00:00,2018-07-13 17:34:58+00:00
168.0,base,2018-07-13 17:34:58+00:00,2018-07-20 17:34:58+00:00
24.0,high,2018-07-20 17:34:58+00:00,2018-07-21 17:34:58+00:00
24.0,high,2018-07-21 17:34:58+00:00,2018-07-22 17:34:58+00:00
24.0,high,2018-07-22 17:34:58+00:00,2018-07-23 17:34:58+00:00
24.0,high,2018-07-23 17:34:58+00:00,2018-07-24 17:34:58+00:00
24.0,high,2018-07-24 17:34:58+00:00,2018-07-25 17:34:58+00:00
24.0,high,2018-07-25 17:34:58+00:00,2018-07-26 17:34:58+00:00
24.0,high,2018-07-26 17:34:58+00:00,2018-07-27 17:34:58+00:00
24.0,high,2018-07-27 17:34:58+00:00,2018-07-28 17:34:58+00:00
24.0,high,2018-07-28 17:34:58+00:00,2018-07-29 17:34:58+00:00
24.0,high,2018-07-29 17:34:58+00:00,2018-07-30 17:34:58+00:00
24.0,high,2018-07-30 17:34:58+00:00,2018-07-31 17:34:58+00:00
24.0,high,2018-07-31 17:34:58+00:00,2018-08-01 17:34:58+00:00
24.0,high,2018-08-01 17:34:58+00:00,2018-08-02 17:34:58+00:00
24.0,high,2018-08-02 17:34:58+00:00,2018-08-03 17:34:58+00:00
24.0,high,2018-08-03 17:34:58+00:00,2018-08-04 17:34:58+00:00
24.0,high,2018-08-04 17:34:58+00:00,2018-08-05 17:34:58+00:00
24.0,high,2018-08-05 17:34:58+00:00,2018-08-06 17:34:58+00:00
24.0,high,2018-08-06 17:34:58+00:00,2018-08-07 17:34:58+00:00
24.0,high,2018-08-07 17:34:58+00:00,2018-08-08 17:34:58+00:00
24.0,high,2018-08-08 17:34:58+00:00,2018-08-09 17:34:58+00:00
24.0,high,2018-08-09 17:34:58+00:00,2018-08-10 17:34:58+00:00
24.0,high,2018-08-10 17:34:58+00:00,2018-08-11 17:34:58+00:00
24.0,high,2018-08-11 17:34:58+00:00,2018-08-12 17:34:58+00:00
24.0,high,2018-08-12 17:34:58+00:00,2018-08-13 17:34:58+00:00
24.0,high,2018-08-13 17:34:58+00:00,2018-08-14 17:34:58+00:00
24.0,high,2018-08-14 17:34:58+00:00,2018-08-15 17:34:58+00:00
24.0,high,2018-08-15 17:34:58+00:00,2018-08-16 17:34:58+00:00
